      t(s)           x(m)           y(m)
  64.39000        7.69691       -3.57747
  64.40000        7.69953       -3.57660
  64.41000        7.70215       -3.57573
  64.42000        7.70478       -3.57487
  64.43000        7.70740       -3.57400
  64.44000        7.71001       -3.57313
  64.45000        7.71263       -3.57226
  64.46000        7.71525       -3.57139
  64.47000        7.71786       -3.57052
  64.48000        7.72048       -3.56965
  64.49000        7.72309       -3.56878
  64.50000        7.72570       -3.56791
  64.51000        7.72831       -3.56703
  64.52000        7.73092       -3.56616
  64.53000        7.73353       -3.56529
  64.54000        7.73614       -3.56441
  64.55000        7.73874       -3.56354
  64.56000        7.74135       -3.56266
  64.57000        7.74395       -3.56179
  64.58000        7.74655       -3.56091
  64.59000        7.74915       -3.56003
  64.60000        7.75175       -3.55915
  64.61000        7.75435       -3.55828
  64.62000        7.75694       -3.55740
  64.63000        7.75954       -3.55652
  64.64000        7.76213       -3.55564
  64.65000        7.76473       -3.55476
  64.66000        7.76732       -3.55388
  64.67000        7.76991       -3.55299
  64.68000        7.77250       -3.55211
  64.69000        7.77508       -3.55123
  64.70000        7.77767       -3.55035
  64.71000        7.78026       -3.54946
  64.72000        7.78284       -3.54858
  64.73000        7.78542       -3.54769
  64.74000        7.78800       -3.54681
  64.75000        7.79058       -3.54592
  64.76000        7.79316       -3.54503
  64.77000        7.79574       -3.54414
  64.78000        7.79832       -3.54326
  64.79000        7.80089       -3.54237
  64.80000        7.80347       -3.54148
  64.81000        7.80604       -3.54059
  64.82000        7.80861       -3.53970
  64.83000        7.81118       -3.53881
  64.84000        7.81375       -3.53792
  64.85000        7.81632       -3.53702
  64.86000        7.81889       -3.53613
  64.87000        7.82145       -3.53524
  64.88000        7.82402       -3.53435
  64.89000        7.82658       -3.53345
  64.90000        7.82914       -3.53256
  64.91000        7.83170       -3.53166
  64.92000        7.83426       -3.53077
  64.93000        7.83682       -3.52987
  64.94000        7.83937       -3.52897
  64.95000        7.84193       -3.52807
  64.96000        7.84448       -3.52718
  64.97000        7.84704       -3.52628
  64.98000        7.84959       -3.52538
  64.99000        7.85214       -3.52448
  65.00000        7.85469       -3.52358
  65.01000        7.85724       -3.52268
  65.02000        7.85978       -3.52178
  65.03000        7.86233       -3.52087
  65.04000        7.86487       -3.51997
  65.05000        7.86742       -3.51907
  65.06000        7.86996       -3.51816
  65.07000        7.87250       -3.51726
  65.08000        7.87504       -3.51636
  65.09000        7.87758       -3.51545
  65.10000        7.88012       -3.51454
  65.11000        7.88265       -3.51364
  65.12000        7.88519       -3.51273
  65.13000        7.88772       -3.51182
  65.14000        7.89025       -3.51092
  65.15000        7.89278       -3.51001
  65.16000        7.89531       -3.50910
  65.17000        7.89784       -3.50819
  65.18000        7.90037       -3.50728
  65.19000        7.90289       -3.50637
  65.20000        7.90542       -3.50546
  65.21000        7.90794       -3.50454
  65.22000        7.91046       -3.50363
  65.23000        7.91299       -3.50272
  65.24000        7.91551       -3.50181
  65.25000        7.91802       -3.50089
  65.26000        7.92054       -3.49998
  65.27000        7.92306       -3.49906
  65.28000        7.92557       -3.49815
  65.29000        7.92809       -3.49723
  65.30000        7.93060       -3.49631
  65.31000        7.93311       -3.49540
  65.32000        7.93562       -3.49448
  65.33000        7.93813       -3.49356
  65.34000        7.94064       -3.49264
  65.35000        7.94314       -3.49172
  65.36000        7.94565       -3.49080
  65.37000        7.94815       -3.48988
  65.38000        7.95066       -3.48896
  65.39000        7.95316       -3.48804
  65.40000        7.95566       -3.48712
  65.41000        7.95816       -3.48619
  65.42000        7.96066       -3.48527
  65.43000        7.96315       -3.48435
  65.44000        7.96565       -3.48342
  65.45000        7.96814       -3.48250
  65.46000        7.97064       -3.48157
  65.47000        7.97313       -3.48065
  65.48000        7.97562       -3.47972
  65.49000        7.97811       -3.47880
  65.50000        7.98060       -3.47787
  65.51000        7.98308       -3.47694
  65.52000        7.98557       -3.47601
  65.53000        7.98805       -3.47508
  65.54000        7.99054       -3.47415
  65.55000        7.99302       -3.47322
  65.56000        7.99550       -3.47229
  65.57000        7.99798       -3.47136
  65.58000        8.00046       -3.47043
  65.59000        8.00294       -3.46950
  65.60000        8.00541       -3.46857
  65.61000        8.00789       -3.46763
  65.62000        8.01036       -3.46670
  65.63000        8.01283       -3.46576
  65.64000        8.01531       -3.46483
  65.65000        8.01778       -3.46389
  65.66000        8.02025       -3.46296
  65.67000        8.02271       -3.46202
  65.68000        8.02518       -3.46109
  65.69000        8.02764       -3.46015
  65.70000        8.03011       -3.45921
  65.71000        8.03257       -3.45827
  65.72000        8.03503       -3.45733
  65.73000        8.03749       -3.45639
  65.74000        8.03995       -3.45545
  65.75000        8.04241       -3.45451
  65.76000        8.04487       -3.45357
  65.77000        8.04732       -3.45263
  65.78000        8.04978       -3.45169
  65.79000        8.05223       -3.45075
  65.80000        8.05469       -3.44980
  65.81000        8.05714       -3.44886
  65.82000        8.05959       -3.44792
  65.83000        8.06203       -3.44697
  65.84000        8.06448       -3.44603
  65.85000        8.06693       -3.44508
  65.86000        8.06937       -3.44414
  65.87000        8.07182       -3.44319
  65.88000        8.07426       -3.44224
  65.89000        8.07670       -3.44129
  65.90000        8.07914       -3.44035
  65.91000        8.08158       -3.43940
  65.92000        8.08402       -3.43845
  65.93000        8.08645       -3.43750
  65.94000        8.08889       -3.43655
  65.95000        8.09132       -3.43560
  65.96000        8.09376       -3.43465
  65.97000        8.09619       -3.43370
  65.98000        8.09862       -3.43274
  65.99000        8.10105       -3.43179
  66.00000        8.10348       -3.43084
  66.01000        8.10591       -3.42988
  66.02000        8.10833       -3.42893
  66.03000        8.11076       -3.42798
  66.04000        8.11318       -3.42702
  66.05000        8.11560       -3.42607
  66.06000        8.11802       -3.42511
  66.07000        8.12044       -3.42415
  66.08000        8.12286       -3.42320
  66.09000        8.12528       -3.42224
  66.10000        8.12770       -3.42128
  66.11000        8.13011       -3.42032
  66.12000        8.13253       -3.41936
  66.13000        8.13494       -3.41840
  66.14000        8.13735       -3.41744
  66.15000        8.13976       -3.41648
  66.16000        8.14217       -3.41552
  66.17000        8.14458       -3.41456
  66.18000        8.14699       -3.41360
  66.19000        8.14939       -3.41263
  66.20000        8.15180       -3.41167
  66.21000        8.15420       -3.41071
  66.22000        8.15660       -3.40974
  66.23000        8.15900       -3.40878
  66.24000        8.16140       -3.40781
  66.25000        8.16380       -3.40685
  66.26000        8.16620       -3.40588
  66.27000        8.16859       -3.40491
  66.28000        8.17099       -3.40395
  66.29000        8.17338       -3.40298
  66.30000        8.17578       -3.40201
  66.31000        8.17817       -3.40104
  66.32000        8.18056       -3.40007
  66.33000        8.18295       -3.39910
  66.34000        8.18534       -3.39813
  66.35000        8.18772       -3.39716
  66.36000        8.19011       -3.39619
  66.37000        8.19249       -3.39522
  66.38000        8.19488       -3.39425
  66.39000        8.19726       -3.39328
  66.40000        8.19964       -3.39230
  66.41000        8.20202       -3.39133
  66.42000        8.20440       -3.39036
  66.43000        8.20678       -3.38938
  66.44000        8.20915       -3.38841
  66.45000        8.21153       -3.38743
  66.46000        8.21390       -3.38646
  66.47000        8.21627       -3.38548
  66.48000        8.21865       -3.38450
  66.49000        8.22102       -3.38353
  66.50000        8.22339       -3.38255
  66.51000        8.22575       -3.38157
  66.52000        8.22812       -3.38059
  66.53000        8.23049       -3.37961
  66.54000        8.23285       -3.37863
  66.55000        8.23522       -3.37765
  66.56000        8.23758       -3.37667
  66.57000        8.23994       -3.37569
  66.58000        8.24230       -3.37471
  66.59000        8.24466       -3.37373
  66.60000        8.24702       -3.37274
  66.61000        8.24937       -3.37176
  66.62000        8.25173       -3.37078
  66.63000        8.25408       -3.36979
  66.64000        8.25643       -3.36881
  66.65000        8.25879       -3.36782
  66.66000        8.26114       -3.36684
  66.67000        8.26349       -3.36585
  66.68000        8.26583       -3.36487
  66.69000        8.26818       -3.36388
  66.70000        8.27053       -3.36289
  66.71000        8.27287       -3.36190
  66.72000        8.27522       -3.36092
  66.73000        8.27756       -3.35993
  66.74000        8.27990       -3.35894
  66.75000        8.28224       -3.35795
  66.76000        8.28458       -3.35696
  66.77000        8.28692       -3.35597
  66.78000        8.28925       -3.35498
  66.79000        8.29159       -3.35399
  66.80000        8.29392       -3.35299
  66.81000        8.29626       -3.35200
  66.82000        8.29859       -3.35101
  66.83000        8.30092       -3.35001
  66.84000        8.30325       -3.34902
  66.85000        8.30558       -3.34803
  66.86000        8.30791       -3.34703
  66.87000        8.31023       -3.34604
  66.88000        8.31256       -3.34504
  66.89000        8.31488       -3.34404
  66.90000        8.31720       -3.34305
  66.91000        8.31953       -3.34205
  66.92000        8.32185       -3.34105
  66.93000        8.32417       -3.34005
  66.94000        8.32648       -3.33906
  66.95000        8.32880       -3.33806
  66.96000        8.33112       -3.33706
  66.97000        8.33343       -3.33606
  66.98000        8.33574       -3.33506
  66.99000        8.33806       -3.33406
  67.00000        8.34037       -3.33305
  67.01000        8.34268       -3.33205
  67.02000        8.34499       -3.33105
  67.03000        8.34730       -3.33005
  67.04000        8.34960       -3.32904
  67.05000        8.35191       -3.32804
  67.06000        8.35421       -3.32704
  67.07000        8.35652       -3.32603
  67.08000        8.35882       -3.32503
  67.09000        8.36112       -3.32402
  67.10000        8.36342       -3.32302
  67.11000        8.36572       -3.32201
  67.12000        8.36801       -3.32100
  67.13000        8.37031       -3.32000
  67.14000        8.37261       -3.31899
